"","db_id","article_id","resource_name","access","available","unavailable_message","available_update_date","notes","article_year","citations","status"
"26","MBDC0002",869,"EMBL-EBI ENA: European Nucleotide Archive","http://www.ebi.ac.uk/embl/","yes","not_applicable","2017","not_applicable",2003,74,"yes"
"27","MBDC0002",2444,"EMBL-EBI ENA: European Nucleotide Archive","http://www.ebi.ac.uk/ena/","yes","not_applicable","2017","not_applicable",2013,36,"yes"
"28","MBDC0002",708,"EMBL-EBI ENA: European Nucleotide Archive","http://www.ebi.ac.uk/embl/","yes","not_applicable","2017","Disambiguation; aka EMBL-Bank",2002,115,"yes"
"29","MBDC0002",38,"EMBL-EBI ENA: European Nucleotide Archive","Physical; Server","not_www","not_applicable","not_applicable","Provenance; est 1980 at EMBL, eventually becomes part of ENA: European Nucleotide Archive per wikipedia",1993,77,"yes"
"30","MBDC0002",1395,"EMBL-EBI ENA: European Nucleotide Archive","http://www.ebi.ac.uk/embl","yes","not_applicable","2017","not_applicable",2007,90,"yes"
"31","MBDC0002",10,"EMBL-EBI ENA: European Nucleotide Archive","Physical; Server","not_www","not_applicable","not_applicable","Provenance; est 1980 at EMBL, eventually becomes part of ENA: European Nucleotide Archive per wikipedia",1991,38,"yes"
"32","MBDC0002",225,"EMBL-EBI ENA: European Nucleotide Archive","http://www.ebi.ac.uk","yes","not_applicable","2017","Provenance; DB Content; Database services provided by the EBI (1) are a continuation and extension of the former EMBL Data Library (2), in Heidelberg, Germany",1997,68,"yes"
"33","MBDC0002",1195,"EMBL-EBI ENA: European Nucleotide Archive","www.ebi.ac.uk/embl","yes","not_applicable","2017","not_applicable",2006,65,"yes"
"34","MBDC0002",24,"EMBL-EBI ENA: European Nucleotide Archive","Physical; Server","not_www","not_applicable","not_applicable","Provenance; est 1980 at EMBL, eventually becomes part of ENA: European Nucleotide Archive per wikipedia",1992,37,"yes"
"35","MBDC0002",579,"EMBL-EBI ENA: European Nucleotide Archive","http://www.ebi.ac.uk/embl/","yes","not_applicable","2017","not_applicable",2001,77,"yes"
"36","MBDC0002",3089,"EMBL-EBI ENA: European Nucleotide Archive","http://www.ebi.ac.uk/ena","yes","not_applicable","2016","not_applicable",2016,3,"yes"
"37","MBDC0002",1937,"EMBL-EBI ENA: European Nucleotide Archive","http://www.ebi.ac.uk/ena","yes","not_applicable","2017","not_applicable",2010,29,"yes"
"38","MBDC0002",1060,"EMBL-EBI ENA: European Nucleotide Archive","http://www.ebi.ac.uk/embl/","yes","not_applicable","2017","not_applicable",2005,123,"yes"
"39","MBDC0002",908,"EMBL-EBI ENA: European Nucleotide Archive","http://www.ebi.ac.uk/embl/","yes","not_applicable","2017","not_applicable",2004,113,"yes"
"40","MBDC0002",444,"EMBL-EBI ENA: European Nucleotide Archive","http://www.ebi.ac.uk/embl/index.html","no","not found","not_applicable","not_applicable",2000,87,"yes"
"41","MBDC0002",2315,"EMBL-EBI ENA: European Nucleotide Archive","http://www.ebi.ac.uk/ena","yes","not_applicable","2017","not_applicable",2012,18,"yes"
"42","MBDC0002",1597,"EMBL-EBI ENA: European Nucleotide Archive","http://www.ebi.ac.uk/embl/","yes","not_applicable","2017","not_applicable",2008,17,"yes"
"43","MBDC0003",901,"NCBI Genbank","http://www.ncbi.nlm.nih.gov/","yes","not_applicable","2017","not_applicable",2003,306,"yes"
"44","MBDC0003",413,"NCBI Genbank","http://www.ncbi.nlm.nih.gov/","yes","not_applicable","2017","not_applicable",1999,473,"yes"
"45","MBDC0003",767,"NCBI Genbank","http://www.ncbi.nlm.nih.gov/","yes","not_applicable","2017","not_applicable",2002,424,"yes"
"46","MBDC0003",12,"NCBI Genbank","Physical; Server","not_www","not_applicable","not_applicable","Access - Other; hardcopy stopped in 1987",1991,67,"yes"
"47","MBDC0003",1139,"NCBI Genbank","http://www.ncbi.nlm.nih.gov/","yes","not_applicable","2017","not_applicable",2005,581,"yes"
"48","MBDC0003",134,"NCBI Genbank","http://www.ncbi.nlm.nih.gov/","yes","not_applicable","2017","not_applicable",1996,116,"yes"
"49","MBDC0003",1579,"NCBI Genbank","www.ncbi.nlm.nih.gov","yes","not_applicable","2017","not_applicable",2008,644,"yes"
"50","MBDC0003",2079,"NCBI Genbank","www.ncbi.nlm.nih.gov","yes","not_applicable","2017","not_applicable",2011,431,"yes"
"51","MBDC0003",1723,"NCBI Genbank","www.ncbi.nlm.nih.gov","yes","not_applicable","2017","not_applicable",2009,415,"yes"
"52","MBDC0003",2918,"NCBI Genbank","http://www.ncbi.nlm.nih.gov/genbank/","yes","not_applicable","2017","not_applicable",2015,87,"yes"
"53","MBDC0003",34,"NCBI Genbank","Physical; Server","not_www","not_applicable","not_applicable","not_applicable",1992,26,"yes"
"54","MBDC0003",75,"NCBI Genbank","Physical; Server","not_www","not_applicable","not_applicable","not_applicable",1994,162,"yes"
"55","MBDC0003",2583,"NCBI Genbank","www.ncbi.nlm.nih.gov","yes","not_applicable","2017","not_applicable",2013,587,"yes"
"56","MBDC0003",1239,"NCBI Genbank","www.ncbi.nlm.nih.gov","yes","not_applicable","2017","not_applicable",2006,356,"yes"
"57","MBDC0003",2248,"NCBI Genbank","www.ncbi.nlm.nih.gov","yes","not_applicable","2017","not_applicable",2012,317,"yes"
"58","MBDC0003",526,"NCBI Genbank","http://www.ncbi.nlm.nih.gov/","yes","not_applicable","2017","not_applicable",2000,771,"yes"
"59","MBDC0003",2706,"NCBI Genbank","www.ncbi.nlm.nih.gov","yes","not_applicable","2017","not_applicable",2014,128,"yes"
"60","MBDC0003",1951,"NCBI Genbank","www.ncbi.nlm.nih.gov","yes","not_applicable","2017","not_applicable",2010,218,"yes"
"61","MBDC0003",46,"NCBI Genbank","Physical; Server","not_www","not_applicable","not_applicable","Provenance ; good history prior to NAR and NCBI - back into the 1980s - also references papers about the history of sequence databases; A team of annotators using NCBI software creates sequence records from journal articles",1993,214,"yes"
"62","MBDC0003",3042,"NCBI Genbank","www.ncbi.nlm.nih.gov/genbank/","yes","not_applicable","2017","not_applicable",2016,7,"yes"
"63","MBDC0003",1520,"NCBI Genbank","www.ncbi.nlm.nih.gov","yes","not_applicable","2017","not_applicable",2007,312,"yes"
"64","MBDC0003",216,"NCBI Genbank","http://www.ncbi.nlm.nih.gov/","yes","not_applicable","2017","not_applicable",1997,174,"yes"
"65","MBDC0003",334,"NCBI Genbank","http://www.ncbi.nlm.nih.gov/","yes","not_applicable","2017","not_applicable",1998,312,"yes"
"66","MBDC0003",903,"NCBI Genbank","http://www.ncbi.nlm.nih.gov/","yes","not_applicable","2017","not_applicable",2004,454,"yes"
"67","MBDC0005",531,"TGI: Gene Indices","http://www.tigr.org/tdb/tdb.html","yes","not_applicable","2016","Access - Archived; ",2000,259,"yes"
"68","MBDC0005",630,"TGI: Gene Indices","http://www.tigr.org/tdb/tgi.shtml","yes","not_applicable","2016","Access - Archived; ",2001,361,"yes"
"69","MBDC0005",1108,"TGI: Gene Indices","http://www.tigr.org/tdb/tgi","yes","not_applicable","2016","Access - Archived; ",2005,155,"yes"
"70","MBDC0007",2808,"NCBI COG: Clusters of Orthologous Groups","http://www.ncbi.nlm.nih.gov/COG/","yes","not_applicable","2014","not_applicable",2015,64,"yes"
"71","MBDC0007",565,"NCBI COG: Clusters of Orthologous Groups","http://www.ncbi.nlm.nih.gov/COG","yes","not_applicable","2014","not_applicable",2001,1171,"yes"
"72","MBDC0007",539,"NCBI COG: Clusters of Orthologous Groups","http://www.ncbi.nlm.nih.gov/COG","yes","not_applicable","2014","not_applicable",2000,1279,"yes"
"73","MBDC0008",696,"Homophila","http://homophila.sdsc.edu","no","can't be reached","not_applicable","not_applicable",2002,87,"no"
"74","MBDC0013",1478,"EPConDB: Endocrine Pancreas Consortium Database","http://www.cbil.upenn.edu/EPConDB","yes","not_applicable","unknown","not_applicable",2007,8,"yes"
"75","MBDC0015",646,"GXD: mouse Gene Expression Database","http://www.informatics.jax.org/","yes","not_applicable","2016","not_applicable",2001,42,"yes"
"76","MBDC0015",2062,"GXD: mouse Gene Expression Database","http://www.informatics.jax.org/expression.shtml","yes","not_applicable","2016","not_applicable",2011,56,"yes"
"77","MBDC0015",2730,"GXD: mouse Gene Expression Database","http://www.informatics.jax.org/expression.shtml","yes","not_applicable","2016","not_applicable",2014,36,"yes"
"78","MBDC0015",483,"GXD: mouse Gene Expression Database","http://www.informatics.jax.org/","yes","not_applicable","2016","not_applicable",2000,27,"yes"
"79","MBDC0015",377,"GXD: mouse Gene Expression Database","http://www.informatics.jax.org/","yes","not_applicable","2016","not_applicable",1999,30,"yes"
"80","MBDC0015",992,"GXD: mouse Gene Expression Database","http://www.informatics.jax.org/","yes","not_applicable","2016","not_applicable",2004,46,"yes"
"81","MBDC0015",1372,"GXD: mouse Gene Expression Database","http://www.informatics.jax.org/","yes","not_applicable","2016","not_applicable",2007,58,"yes"
"82","MBDC0018",679,"MAGEST: MAboya Gene Expression patterns and Sequence Tags","http://www.genome.ad.jp/magest/","no","not found","not_applicable","not_applicable",2002,10,"no"
"83","MBDC0018",538,"MAGEST: MAboya Gene Expression patterns and Sequence Tags","http://www.genome.ad.jp/magest/","no","not found","not_applicable","not_applicable",2000,28,"no"
"84","MBDC0019",654,"MethDB: Methylation DataBase ","http://www.methdb.de/","yes","not_applicable","2009","not_applicable",2001,47,"yes"
"85","MBDC0019",823,"MethDB: Methylation DataBase ","http://www.methdb.net","yes","not_applicable","2009","not_applicable",2003,31,"yes"
"86","MBDC0021",580,"RECODE","http://recode.genetics.utah.edu/","no","can't be reached","not_applicable","not_applicable",2001,43,"yes"
"87","MBDC0021",788,"RECODE","http://recode.genetics.utah.edu/","no","can't be reached","not_applicable","not_applicable",2003,46,"yes"
"88","MBDC0021",1991,"RECODE","http://recode.ucc.ie","yes","not_applicable","unknown","not_applicable",2010,27,"yes"
"89","MBDC0023",732,"Hugelndex","www.HugeIndex.org","no","forbidden","not_applicable","not_applicable",2002,43,"no"
"90","MBDC0027",841,"Ensembl","http://www.ensembl.org/","yes","not_applicable","2016","not_applicable",2003,168,"yes"
"91","MBDC0027",2958,"Ensembl","http://www.ensembl.org/","yes","not_applicable","2016","not_applicable",2016,51,"yes"
"92","MBDC0027",1641,"Ensembl","http://www.ensembl.org/","yes","not_applicable","2016","not_applicable",2008,328,"yes"
"93","MBDC0027",939,"Ensembl","http://www.ensembl.org/","yes","not_applicable","2016","not_applicable",2004,136,"yes"
"94","MBDC0027",2334,"Ensembl","http://www.ensembl.org/","yes","not_applicable","2016","not_applicable",2012,626,"yes"
"95","MBDC0027",1970,"Ensembl","http://www.ensembl.org/","yes","not_applicable","2016","not_applicable",2010,219,"yes"
"96","MBDC0027",1226,"Ensembl","http://www.ensembl.org/","yes","not_applicable","2016","not_applicable",2006,266,"yes"
"97","MBDC0027",1351,"Ensembl","http://www.ensembl.org/","yes","not_applicable","2016","not_applicable",2007,492,"yes"
"98","MBDC0027",1845,"Ensembl","http://www.ensembl.org/","yes","not_applicable","2016","not_applicable",2009,614,"yes"
"99","MBDC0027",1151,"Ensembl","http://www.ensembl.org/","yes","not_applicable","2016","not_applicable",2005,314,"yes"
"100","MBDC0027",762,"Ensembl","http://www.ensembl.org/","yes","not_applicable","2016","not_applicable",2002,823,"yes"
"101","MBDC0027",2532,"Ensembl","http://www.ensembl.org/","yes","not_applicable","2016","not_applicable",2013,591,"yes"
"102","MBDC0027",2112,"Ensembl","http://www.ensembl.org/","yes","not_applicable","2016","not_applicable",2011,523,"yes"
"103","MBDC0027",2792,"Ensembl","http://www.ensembl.org/","yes","not_applicable","2016","not_applicable",2015,367,"yes"
"104","MBDC0027",2607,"Ensembl","http://www.ensembl.org/","yes","not_applicable","2016","not_applicable",2014,610,"yes"
"105","MBDC0028",915,"ASD: Alternative Splicing Database","http://www.ebi.ac.uk/asd","no","discontinued notice","not_applicable","not_applicable",2004,161,"no"
"106","MBDC0028",1230,"ASD: Alternative Splicing Database","http://www.ebi.ac.uk/asd","no","discontinued notice","not_applicable","not_applicable",2006,180,"no"
"107","MBDC0030",14,"CUTG: Codon Usage Tabulated from GenBank","Physical","not_www","not_applicable","not_applicable","not_applicable",1991,109,"yes"
"108","MBDC0030",351,"CUTG: Codon Usage Tabulated from GenBank","http://www.dna.affrc.go.jp/~nakamura/CUTG.html","no","service unavailable","not_applicable","not_applicable",1999,157,"yes"
"109","MBDC0030",33,"CUTG: Codon Usage Tabulated from GenBank","Physical","not_www","not_applicable","not_applicable","not_applicable",1992,162,"yes"
"110","MBDC0030",252,"CUTG: Codon Usage Tabulated from GenBank","http://www.dna.affrc.go.jp/~nakamura/CUTG.html","no","service unavailable","not_applicable","not_applicable",1998,54,"yes"
"111","MBDC0030",179,"CUTG: Codon Usage Tabulated from GenBank","http://www.dna.affrc.go.jp/∼nakamura/CUTG.html","no","not found","not_applicable","not_applicable",1997,63,"yes"
"112","MBDC0030",142,"CUTG: Codon Usage Tabulated from GenBank","http://tisun4a.lab.nig.ac.jp/codon/CUTG.html","no","can't be reached","not_applicable","not_applicable",1996,54,"yes"
"113","MBDC0030",498,"CUTG: Codon Usage Tabulated from GenBank","http://www.kazusa.or.jp/codon/","yes","not_applicable","2007","not_applicable",2000,558,"yes"
"114","MBDC0031",959,"DBTBS: Database of Transcription in B. subtilis","http://elmo.ims.u-tokyo.ac.jp/dbtbs/","no","not found","not_applicable","not_applicable",2004,111,"yes"
"115","MBDC0031",600,"DBTBS: Database of Transcription in B. subtilis","http://elmo.ims.u-tokyo.ac.jp/dbtbs/","no","not found","not_applicable","not_applicable",2001,44,"yes"
"116","MBDC0031",1544,"DBTBS: Database of Transcription in B. subtilis","http://dbtbs.hgc.jp","yes","not_applicable","2008","not_applicable",2008,187,"yes"
"117","MBDC0032",499,"EID: Exon-Intron Database","http://mcb.harvard.edu/gilbert/EID","no","forbidden","not_applicable","Disambiguation; different from ChEBI; Different from ExInt",2000,110,"no"
"118","MBDC0033",259,"EPD: Eukaryotic Promoter Database","http://cmpteam4.unil.ch","no","can't be reached","not_applicable","not_applicable",1998,87,"yes"
"119","MBDC0033",2858,"EPD: Eukaryotic Promoter Database","http://epd.vital-it.ch","yes","not_applicable","2016","not_applicable",2015,13,"yes"
"120","MBDC0033",720,"EPD: Eukaryotic Promoter Database","http://www.epd.isb-sib.ch","no","can't be reached","not_applicable","not_applicable",2002,78,"yes"
"121","MBDC0033",514,"EPD: Eukaryotic Promoter Database","http://www.epd.isb-sib.ch","no","can't be reached","not_applicable","not_applicable",2000,106,"yes"
"122","MBDC0033",1232,"EPD: Eukaryotic Promoter Database","http://www.epd.isb-sib.ch","no","can't be reached","not_applicable","not_applicable",2006,92,"yes"
"123","MBDC0033",977,"EPD: Eukaryotic Promoter Database","http://www.epd.isb-sib.ch","no","can't be reached","not_applicable","not_applicable",2004,75,"yes"
"124","MBDC0033",2473,"EPD: Eukaryotic Promoter Database","http://epd.vital-it.ch","yes","not_applicable","2016","not_applicable",2013,28,"yes"
"125","MBDC0033",344,"EPD: Eukaryotic Promoter Database","http://www.epd.isb-sib.ch","no","can't be reached","not_applicable","not_applicable",1999,30,"yes"
"126","MBDC0037",601,"HUNT: HUman Novel Transcripts","http://www.hri.co.jp/HUNT","no","not found","not_applicable","not_applicable",2001,40,"no"
"127","MBDC0038",1234,"HvrBase: HyperVariable Region Database","http://www.hvrbase.org","no","unrelated site redirect","not_applicable","not_applicable",2006,12,"no"
"128","MBDC0038",250,"HvrBase: HyperVariable Region Database","http://www.zi.biologie.uni-muenchen.de/~meyers/mtdna.html","no","service unavailable","not_applicable","Access - Failure Notes; login required, on request by contact to authors - database should be availbale",1998,65,"no"
"129","MBDC0038",382,"HvrBase: HyperVariable Region Database","http://www.eva.mpg.de/hvrbase","no","not found","not_applicable","not_applicable",1999,19,"no"
"130","MBDC0040",408,"PLACE: PLAnt Cis-acting regulatory DNA Elements","http://www.dna.affrc.go.jp/htdocs/PLACE/","no","service unavailable","not_applicable","not_applicable",1999,1795,"no"
"131","MBDC0040",298,"PLACE: PLAnt Cis-acting regulatory DNA Elements","http://www.dna.affrc.go.jp/htdocs/PLACE/","no","service unavailable","not_applicable","Access - Failure Notes; Service Status; Some of our database services, such as PLACE and KOME, are temporarily terminated for some reason. Unfortunately at the moment we don't know when we will be able to resume the services.",1998,109,"no"
"132","MBDC0041",350,"PlantCARE","http://sphinx.rug.ac.be:8080/PlantCARE/","no","can't be reached","not_applicable","not_applicable",1999,154,"no"
"133","MBDC0041",705,"PlantCARE","http://sphinx.rug.ac.be:8080/PlantCARE/","no","can't be reached","not_applicable","not_applicable",2002,921,"no"
"134","MBDC0042",621,"PromEC","http://bioinfo.md.huji.ac.il/marg/promec","no","can't be reached","not_applicable","not_applicable",2001,44,"no"
"135","MBDC0043",2885,"rrnDB","https://rrndb.umms.med.umich.edu/","yes","not_applicable","2016","not_applicable",2015,54,"yes"
"136","MBDC0043",1762,"rrnDB","http://ribosome.mmg.msu.edu/rrndb/index.php","no","can't be reached","not_applicable","not_applicable",2009,226,"yes"
"137","MBDC0043",587,"rrnDB","http://rrndb.cme.msu.edu","no","service unavailable","not_applicable","not_applicable",2001,572,"yes"
"138","MBDC0045",887,"rSNP Guide","http://util.bionet.nsc.ru/databases/rsnp.html","no","can't be reached","not_applicable","Disambiguation; different than the earlier Guide RNA database; , a database system for analysis of transcription factor binding to DNA with variations",2003,22,"yes"
"139","MBDC0045",629,"rSNP Guide","http://wwwmgs.bionet.nsc.ru/mgs/systems/rsnp/","yes","not_applicable","unknown","Link; Indexing - other; Name wrong in Scopus title AND abstract (but good in PubMed) and also that IS the correct URL -""wwwmgs""",2001,23,"yes"
"140","MBDC0046",586,"SpliceDB","http://www.softberry.com/spldb/SpliceDB.html","yes","not_applicable","unknown","not_applicable",2001,137,"yes"
"141","MBDC0047",564,"STRBase: Short Tandem Repeat DNA Internet Database ","http://www.cstl.nist.gov/biotech/strbase/","yes","not_applicable","2017","Provenance; Interface; crazy old interface but google form asking about website design upgrate…. Incredible history of updates",2001,142,"yes"
"142","MBDC0048",423,"TransTerm","http://biochem.otago.ac.nz:800/Transterm/homepage.html","no","can't be reached","not_applicable","not_applicable",1999,23,"yes"
"143","MBDC0048",323,"TransTerm","http://biochem.otago.ac.nz:800/Transterm/html","no","can't be reached","not_applicable","not_applicable",1998,21,"yes"
"144","MBDC0048",56,"TransTerm","Physical; Server","not_www","not_applicable","not_applicable","not_applicable",1993,57,"yes"
"145","MBDC0048",508,"TransTerm","http://biochem.otago.ac.nz/Transterm/","no","not found","not_applicable","not_applicable",2000,18,"yes"
"146","MBDC0048",1726,"TransTerm","http://mRNA.otago.ac.nz/Transterm.html","yes","not_applicable","unknown","not_applicable",2009,44,"yes"
"147","MBDC0048",1256,"TransTerm","http://uther.otago.ac.nz/Transterm.html","no","can't be reached","not_applicable","not_applicable",2006,20,"yes"
"148","MBDC0048",97,"TransTerm","Physical; Server","not_www","not_applicable","not_applicable","not_applicable",1994,17,"yes"
"149","MBDC0048",154,"TransTerm","http://biochem.otaga.ac.nz.800/","no","can't be reached","not_applicable","not_applicable",1996,16,"yes"
"150","MBDC0048",217,"TransTerm","http://biochem.otago.ac.nz:800/Transterm/homepage/html","no","can't be reached","not_applicable","not_applicable",1997,17,"yes"
"151","MBDC0048",672,"TransTerm","http://uther.otago.ac.nz/Transterm.html","no","can't be reached","not_applicable","not_applicable",2002,17,"yes"
"152","MBDC0049",769,"TRRD: Transcription Regulatory Regions Database","http://www.bionet.nsc.ru/trrd/","yes","not_applicable","unknown","not_applicable",2002,80,"yes"
"153","MBDC0049",393,"TRRD: Transcription Regulatory Regions Database","http://www.bionet.nsc.ru/trrd/","yes","not_applicable","unknown","not_applicable",1999,22,"yes"
"154","MBDC0049",549,"TRRD: Transcription Regulatory Regions Database","http://wwwmgs.bionet.nsc.ru/mgs/dbases/trrd4/","yes","not_applicable","unknown","not_applicable",2000,39,"yes"
"155","MBDC0051",1186,"WormBase","http://wormbase.org","yes","not_applicable","2017","not_applicable",2006,66,"yes"
"156","MBDC0051",1587,"WormBase","http://www.wormbase.org","yes","not_applicable","2017","not_applicable",2008,79,"yes"
"157","MBDC0051",585,"WormBase","http://www.wormbase.org","yes","not_applicable","2017","not_applicable",2001,200,"yes"
"158","MBDC0051",1363,"WormBase","http://wormbase.org","yes","not_applicable","2017","not_applicable",2007,64,"yes"
"159","MBDC0051",1952,"WormBase","http://www.wormbase.org","yes","not_applicable","2017","not_applicable",2010,198,"yes"
"160","MBDC0051",1147,"WormBase","http://www.wormbase.org","yes","not_applicable","2017","not_applicable",2005,124,"yes"
"161","MBDC0051",3010,"WormBase","www.wormbase.org","yes","not_applicable","2017","not_applicable",2016,9,"yes"
"162","MBDC0051",2683,"WormBase","http://www.wormbase.org/","yes","not_applicable","2017","not_applicable",2014,72,"yes"
"163","MBDC0051",1025,"WormBase","http://www.wormbase.org/","yes","not_applicable","2017","not_applicable",2004,115,"yes"
"164","MBDC0051",880,"WormBase","http://www.wormbase.org/","yes","not_applicable","2017","not_applicable",2003,88,"yes"
"165","MBDC0051",2326,"WormBase","http://www.wormbase.org/","yes","not_applicable","2017","not_applicable",2012,127,"yes"
"166","MBDC0064",2382,"MitoZoa","http://www.caspur.it/mitozoa","no","not found","not_applicable","not_applicable",2012,25,"no"
"167","MBDC0065",637,"ARKdb","www.thearkdb.org","yes","not_applicable","unknown","not_applicable",2001,50,"yes"
"168","MBDC0067",443,"UK CropNet","http://synteny.nott.ac.uk/","no","can't be reached","not_applicable","not_applicable",2000,14,"no"
"169","MBDC0068",289,"CyanoBase","http://www.kazusa.or.jp/cyano/","yes","not_applicable","2012","not_applicable",1998,138,"yes"
"170","MBDC0068",2620,"CyanoBase","http://genome.microbedb.jp/cyanobase","yes","not_applicable","2012","not_applicable",2014,12,"yes"
"171","MBDC0068",512,"CyanoBase","http://www.kazusa.or.jp:8080/cyano/","no","can't be reached","not_applicable","not_applicable",2000,32,"yes"
"172","MBDC0068",1935,"CyanoBase","http://genome.kazusa.or.jp/cyanobase","yes","not_applicable","2012","not_applicable",2010,78,"yes"
"173","MBDC0069",2454,"EcoGene","http://ecogene.org","yes","not_applicable","unknown","not_applicable",2013,69,"yes"
"174","MBDC0069",463,"EcoGene","http://bmb.med.miami.edu/EcoGene/EcoWeb","yes","not_applicable","unknown","not_applicable",2000,189,"yes"
"175","MBDC0071",1072,"FlyBase","http://flybase.org","yes","not_applicable","2016","not_applicable",2005,258,"yes"
"176","MBDC0071",2904,"FlyBase","http://flybase.org","yes","not_applicable","2016","not_applicable",2015,103,"yes"
"177","MBDC0071",371,"FlyBase","http://flybase.bio.indiana.edu/","yes","not_applicable","2016","Access - Transfer/Redirect; The FlyBase Drosophila genetics database and the public interfaces of the Berkeley Drosophila Genome Project (BDGP) and European Drosophila Genome Project (EDGP) are in the process of integrating.",1999,319,"yes"
"178","MBDC0071",680,"FlyBase","http://flybase.bio.indiana.edu/","yes","not_applicable","2016","not_applicable",2002,78,"yes"
"179","MBDC0071",285,"FlyBase","http://flybase.bio.indiana.edu/","yes","not_applicable","2016","not_applicable",1998,66,"yes"
"180","MBDC0071",779,"FlyBase","http://flybase.bio.indiana.edu/","yes","not_applicable","2016","Access - Transfer/Redirect; http://flybase.bio.indiana.edu/ redirects to http://flybase.org",2003,333,"yes"
"181","MBDC0071",2725,"FlyBase","http://flybase.org","yes","not_applicable","2016","not_applicable",2014,187,"yes"
"182","MBDC0071",2333,"FlyBase","http://flybase.org","yes","not_applicable","2016","not_applicable",2012,252,"yes"
"183","MBDC0071",3021,"FlyBase","http://flybase.org","yes","not_applicable","2016","not_applicable",2016,31,"yes"
"184","MBDC0071",1557,"FlyBase","http://flybase.org","yes","not_applicable","2016","not_applicable",2008,114,"yes"
